,vintage,age,dependents,city,customer_nw_category,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,gender_cat,occupation_cat,branch_code_cat
18472,2671,33,0.0,1020.0,2,3.0,2431.46,2925.1,2721.58,2990.25,1633.11,1634.26,2506.44,1485.76,1721.53,2990.13,0,1,2,884
18473,1147,48,0.0,104.0,2,35.0,3101.75,3101.75,2130.94,2677.82,0.37,1428.94,0.37,0.37,3101.75,1995.76,0,1,2,1634
18474,2050,61,0.0,492.0,2,49.0,8606.95,8604.34,5186.29,1657.96,0.19,7748.99,0.19,0.19,8604.97,6103.51,0,1,3,1208
18475,4179,33,0.0,995.0,2,18.0,2629.22,1161.55,23154.22,1320.22,11468.11,78.64,10000.44,30000.44,9757.25,28225.53,1,1,3,1216
18476,2335,74,0.0,15.0,2,12.0,3854.02,3753.13,3534.19,4399.54,452.37,1214.34,500.06,928.63,3778.91,3354.51,0,0,3,5
18477,3304,32,0.0,409.0,2,5.0,4503.54,2179.34,2196.29,811.67,2324.46,363.03,0.17,0.17,2704.01,2068.22,1,1,3,1233
18478,2506,18,0.0,656.0,2,157.0,3665.59,3665.59,3665.59,3582.82,0.17,0.17,0.17,0.17,3665.59,3665.59,0,1,4,1126
18479,2354,58,0.0,1216.0,3,191.0,1944.13,1522.7,1645.02,1606.56,0.56,0.56,7.7,14.84,1860.63,1528.69,0,1,2,1074
18480,4818,49,0.0,491.0,2,268.0,2205.35,2543.58,2763.99,3392.97,0.4,0.4,210.86,0.4,2344.8,2828.95,0,1,2,88
18481,2994,47,0.0,1084.0,2,31.0,10380.75,10380.75,11058.78,13158.67,0.17,0.17,0.17,0.17,10380.75,10383.12,0,0,2,236
18482,2924,32,0.0,1020.0,3,25.0,11361.85,10278.19,11886.48,13958.96,4286.37,5714.94,4883.11,7604.54,12097.07,12841.16,0,1,2,181
18483,1130,61,0.0,578.0,3,31.0,14743.55,10908.95,10788.12,3824.03,0.46,0.46,7616.53,0.46,17270.88,10542.7,0,1,2,1408
18484,1238,33,0.0,334.0,2,7.0,4668.56,2971.04,2425.22,659.17,2142.87,1428.59,445.36,436.91,3709.59,2453.71,0,0,3,189
18485,584,39,1.0,213.0,3,30.0,3330.6,17931.14,4405.99,1084.3,0.3,19443.16,14629.41,1743.7,10180.92,2765.32,1,1,2,686
18486,2355,24,0.0,409.0,3,33.0,12032.68,11895.59,10613.25,6259.83,0.14,2262.29,0.14,0.14,12009.04,10197.27,0,0,4,367
18487,1822,37,0.0,1020.0,2,138.0,297.38,297.38,3445.16,6142.61,0.39,0.39,0.39,6436.1,297.38,3203.46,0,1,3,150
18488,502,45,0.0,122.0,3,213.0,2576.56,2791.59,2836.64,3490.58,0.01,0.01,215.04,215.04,2628.47,2833.21,0,1,2,2283
18490,1830,37,0.0,575.0,2,28.0,10279.07,7421.93,8373.85,6361.04,2857.53,0.39,0.39,0.39,10279.07,7421.93,1,1,3,531
18491,955,34,0.0,1514.0,2,69.0,4234.73,4234.73,4160.53,3517.18,0.59,0.59,0.59,0.59,4234.73,4234.73,0,0,3,2705
18492,3153,56,0.0,822.0,3,109.0,2512.45,2512.45,2512.45,1946.04,0.67,0.67,0.67,0.67,2512.45,2512.45,0,1,2,621
18493,1718,48,0.0,1096.0,2,21.0,4811.83,4597.54,4575.61,3895.53,214.49,214.49,0.2,0.2,4760.11,4596.45,0,1,2,1203
18494,6568,46,0.0,409.0,2,157.0,1854.36,1882.93,2015.74,2222.47,0.03,0.03,0.03,4.44,1863.23,1894.35,0,1,2,1830
18495,1469,31,0.0,1020.0,3,25.0,17160.05,15617.19,15340.71,12950.31,1543.34,1336.2,0.49,0.49,17071.38,15166.04,0,0,3,902
18496,4494,39,0.0,15.0,1,193.0,2530.97,2759.29,2874.95,3275.12,0.7,0.7,223.31,215.69,2592.43,2928.82,0,0,3,48
18497,3041,67,3.0,1525.0,2,3.0,23701.88,23437.4,22849.98,20294.42,493.09,2762.76,254.87,1207.81,23383.2,23755.44,0,1,3,160
18498,2220,54,0.0,224.0,3,5.0,348.24,18806.79,3878.78,3193.95,336.39,19428.91,10731.44,5.39,6413.32,2705.15,0,0,3,1448
18499,4406,42,0.0,146.0,2,331.0,5847.79,9849.25,9495.23,11655.53,0.6,0.6,4315.72,42.75,9324.84,9585.26,0,0,2,1791
18500,1581,63,0.0,1149.0,2,32.0,3563.43,3563.43,3556.49,3528.15,0.37,17.97,0.37,0.37,3563.43,3553.68,0,0,3,58
18501,320,33,0.0,762.0,2,11.0,1432.96,4.39,3424.24,64.73,37143.33,1707.61,35714.76,8843.33,6851.68,780.44,1,1,3,2681
18502,6282,48,2.0,623.0,3,18.0,1387.82,1415.45,1718.66,4212.63,285.83,500.11,7285.83,6665.77,1933.03,1709.75,0,0,2,1393
18503,2255,39,0.0,409.0,2,31.0,1276.03,1320.54,1476.77,4573.27,0.56,0.56,45.06,457.14,1302.24,1421.7,0,0,3,270
18504,1885,75,0.0,795.0,3,229.0,6093.0,6093.0,6093.0,6064.14,0.67,0.67,0.67,0.67,6093.0,6093.0,0,0,1,1446
18505,2484,34,0.0,334.0,2,4.0,5932.99,6277.64,7187.62,9469.28,451.01,614.37,1115.46,2539.13,5702.13,6782.47,0,1,3,300
18506,1834,23,0.0,1525.0,2,14.0,2857.25,2835.82,2921.82,2587.31,307.21,142.93,285.79,285.79,2945.42,2987.89,0,1,4,988
18507,7090,52,0.0,1096.0,3,49.0,1696.75,2953.89,2636.05,1945.17,0.51,1720.63,1257.66,2143.37,2000.2,3311.27,0,1,2,470
18508,868,50,0.0,241.0,2,63.0,1254.93,2610.06,1875.66,2578.42,0.56,0.56,0.56,0.56,1582.03,2611.82,0,1,2,61
18509,1950,37,0.0,1020.0,2,24.0,84.7,3389.63,2753.55,2893.67,321.59,321.59,3626.51,24.56,1929.32,3325.71,1,0,3,268
18512,4188,33,0.0,965.0,2,63.0,25326.73,25326.73,18231.0,618.02,0.39,0.39,0.39,0.39,25326.73,25326.73,0,0,3,36
18513,713,49,0.0,1004.0,2,105.0,34541.44,34541.44,36630.53,8536.89,0.31,0.31,0.31,0.31,34541.44,34541.44,0,0,3,284
18514,3824,90,0.0,617.0,3,31.0,1786.63,1786.63,1786.63,1775.32,0.23,0.23,0.23,0.23,1786.63,1786.63,0,0,3,1229
18516,6278,40,0.0,1534.0,2,31.0,7780.77,9647.12,9540.92,8107.92,0.57,0.57,2364.07,61.71,9845.13,9633.89,0,0,3,1291
18517,547,25,0.0,579.0,2,111.0,1718.33,1718.33,1718.33,1702.01,0.27,0.27,0.27,0.27,1718.33,1718.33,0,1,4,1261
18518,1327,36,0.0,1096.0,2,33.0,6390.5,6453.25,6289.52,6277.3,0.11,357.26,62.86,62.97,6431.61,6188.18,0,1,3,1350
18519,1752,26,0.0,78.0,2,160.0,11663.39,9965.49,10060.09,4803.14,0.49,0.49,301.27,301.27,11250.8,10066.73,0,0,3,233
18520,1304,39,0.0,1096.0,1,4.0,1147.59,3574.85,2761.92,2106.51,35073.11,11650.23,15243.88,13591.5,3899.43,1697.27,0,1,3,457
18521,1971,42,0.0,1096.0,2,11.0,3290.4,3179.62,3183.37,3210.71,143.55,0.89,32.55,53.09,3222.17,3208.08,0,1,3,1433
18522,932,49,2.0,388.0,2,118.0,18027.85,18413.42,18494.19,8674.22,0.7,0.7,386.27,386.27,18120.92,18488.05,0,1,3,117
18523,2228,38,0.0,1020.0,3,12.0,1734.17,1651.74,1992.22,2414.0,143.34,0.49,36.03,36.03,1660.25,1978.9,0,0,3,1586
18524,2267,27,0.0,1525.0,2,0.0,15577.19,6575.79,7153.34,3647.54,9202.03,288.83,200.63,443.49,8098.7,6671.61,1,0,4,903
18525,2960,39,0.0,15.0,2,31.0,6709.1,6709.1,6709.1,6666.6,0.5,0.5,0.5,0.5,6709.1,6709.1,0,0,3,5
18526,1609,90,0.0,1449.0,2,87.0,5733.17,5733.17,5632.04,21729.23,0.46,0.46,0.46,0.46,5733.17,5733.17,0,1,3,1207
18527,962,41,0.0,1096.0,2,0.0,18956.91,19151.9,19014.68,19539.04,956.16,2318.46,1608.29,4776.96,18823.0,18564.67,0,1,2,304
18528,4333,73,0.0,146.0,1,48.0,23063.89,33908.89,29850.65,47940.14,0.27,857.41,11593.06,204.26,23803.82,33971.14,0,1,3,52
18529,3092,45,0.0,1020.0,2,46.0,2510.42,2924.28,1522.75,607.62,0.7,3971.27,414.56,828.41,2610.32,1671.76,0,0,3,209
18530,4848,53,0.0,146.0,3,21.0,2072.53,1235.82,2631.21,2646.97,8.68,10.38,414.22,1526.06,2969.75,1988.1,0,0,3,19
18531,2083,55,2.0,623.0,1,172.0,7657.27,7657.27,7657.27,7501.59,0.24,0.24,0.24,0.24,7657.27,7657.27,0,0,3,865
18532,4113,49,1.0,1540.0,2,13.0,3154.42,4201.92,4878.44,3600.26,250.31,0.31,1107.96,3634.39,3740.49,4372.26,1,1,3,378
18533,2707,56,0.0,538.0,3,111.0,2181.53,2178.15,2178.69,1940.26,0.7,0.7,0.7,0.7,2179.78,2178.15,0,0,3,325
18534,2851,37,2.0,409.0,2,111.0,426.89,6.74,7493.94,47426.42,0.19,0.19,1464.56,5459.84,248.55,375.71,1,1,3,307
18535,1231,30,0.0,150.0,2,359.0,2131.6,2135.88,2135.83,2202.74,0.09,0.09,4.37,0.09,2135.74,2135.88,0,0,3,17
18536,4279,43,0.0,162.0,2,3.0,5523.34,6653.94,6711.03,5932.73,11.39,11.56,0.7,445.67,6163.86,6832.29,0,1,3,85
18537,247,53,0.0,615.0,2,24.0,714.47,2509.39,2996.68,4239.25,29.69,0.19,1180.83,0.19,1385.1,3638.42,1,0,3,645
18538,5131,62,1.0,1085.0,1,10.0,1928.37,1900.89,2938.55,7334.1,25.91,7557.34,0.2,1448.34,1910.37,3724.53,0,1,3,122
18539,3233,33,0.0,60.0,3,104.0,1448.57,2309.03,1832.6,581.92,0.41,0.41,728.99,71.84,2055.28,2076.14,1,1,3,543
18540,5885,49,0.0,1020.0,1,19.0,15944.84,3590.75,6761.15,4244.14,771.8,771.8,484.91,375.46,12342.6,4174.65,0,0,3,4
18541,2946,30,0.0,146.0,3,18.0,1251.46,965.75,2279.16,1640.51,286.34,39.2,0.63,1319.31,1152.94,2850.61,1,1,2,112
18542,1759,36,0.0,1020.0,2,13.0,2037.07,1958.26,1837.71,1114.15,14.97,0.69,270.46,643.54,1793.92,1926.86,0,1,2,188
18543,4490,76,0.0,1096.0,3,20.0,2185.34,2399.62,2278.38,1759.02,214.4,214.4,428.69,0.11,2333.12,2309.76,1,1,1,597
18544,2333,74,0.0,395.0,2,109.0,4531.32,4531.32,4531.32,3942.39,0.53,0.53,0.53,0.53,4531.32,4531.32,0,0,3,430
18545,4554,70,0.0,1020.0,2,62.0,144.43,221.21,1968.84,1768.29,0.3,0.3,8214.59,2357.44,153.32,1702.98,1,0,3,150
18546,3076,29,0.0,146.0,2,14.0,4218.96,3041.97,2512.83,2124.25,7.04,3.0,1504.23,4821.67,2614.68,2584.66,0,1,2,52
18548,1033,45,0.0,65.0,3,3.0,7089.77,5641.84,5719.86,5849.96,1519.71,0.36,0.36,0.36,5730.72,5678.71,0,0,3,170
18549,3950,55,3.0,429.0,2,6.0,632.12,1757.84,1556.54,2333.43,857.77,1114.91,1983.49,1270.63,874.58,1852.62,0,1,3,311
18550,244,33,0.0,334.0,2,76.0,18118.43,21046.65,16958.9,238.48,0.61,0.61,3500.26,302.06,18553.12,21171.27,0,0,2,78
18551,537,31,0.0,834.0,2,67.0,2496.97,2511.26,2610.43,2891.96,0.51,0.51,0.51,0.51,2508.3,2521.86,0,0,3,325
18552,310,38,0.0,409.0,2,259.0,0.63,27536.24,17017.54,22913.65,0.61,0.61,27536.23,4434.69,2849.14,29277.6,1,0,3,1002
18553,3334,43,0.0,1477.0,2,100.0,8212.08,6019.91,5671.42,5048.39,0.43,0.43,661.04,1035.89,6845.85,5407.63,0,1,2,391
18554,2104,60,0.0,745.0,2,0.0,9605.73,9354.31,9587.85,9638.01,714.54,0.26,0.26,0.26,9623.47,9377.81,0,0,2,970
18555,1811,29,0.0,409.0,3,126.0,2025.5,3877.49,2716.29,1319.14,0.16,0.16,748.57,1698.36,3563.36,2794.61,0,0,2,180
18556,1352,26,0.0,422.0,3,362.0,3568.16,3388.39,3519.65,3696.84,0.49,0.49,0.49,0.49,3518.57,3392.08,0,1,3,1989
18557,688,28,0.0,1020.0,2,355.0,2802.94,2802.94,2847.51,3039.22,0.11,0.11,0.11,151.54,2802.94,2832.34,0,0,3,268
18558,2167,76,0.0,1388.0,3,21.0,110.0,6967.15,6247.41,8738.48,286.34,286.34,7143.49,0.63,5213.45,6847.33,1,1,1,630
18559,1605,90,0.0,1085.0,3,31.0,1631.44,1631.44,1608.93,1475.14,0.33,0.33,0.33,0.33,1631.44,1631.44,0,1,3,1454
18560,1460,41,0.0,999.0,3,146.0,9494.75,9494.75,10831.31,7949.62,0.5,0.5,0.5,0.5,9494.75,11361.34,0,1,2,1967
18561,1711,64,0.0,179.0,2,76.0,11909.13,11909.13,10833.87,4349.12,0.3,0.3,0.3,0.3,11909.13,11909.13,0,1,3,573
18562,4777,29,0.0,409.0,1,0.0,25564.29,4391.98,6818.82,9327.45,25382.57,365.78,6256.98,1563.31,5890.68,5018.18,0,1,3,459
18563,401,39,0.0,1258.0,3,13.0,2586.55,1887.98,1577.29,684.93,700.41,700.41,1.84,0.41,2224.73,1414.31,1,0,3,1076
18564,2604,90,0.0,452.0,2,14.0,451.68,1880.25,7197.7,3957.49,8571.64,0.21,10000.21,11017.01,648.72,8789.91,1,1,3,576
18565,228,52,0.0,1494.0,3,149.0,1845.71,1845.71,1845.71,1353.42,0.09,0.09,0.09,0.09,1845.71,1845.71,0,1,3,1445
18566,4295,39,0.0,1020.0,1,114.0,46935.58,41918.29,39109.49,27570.93,0.51,0.51,2857.66,0.51,48214.4,35141.68,0,0,2,18
18567,1735,61,0.0,491.0,2,5.0,24647.24,17579.94,13566.59,2310.93,7215.29,16957.51,133.7,194.37,23707.33,15467.86,0,0,3,372
18568,1576,6,0.0,1096.0,2,38.0,2231.36,2231.36,2155.8,1597.39,0.5,135.63,0.5,0.5,2231.36,2139.82,0,1,4,121
18569,5008,64,0.0,15.0,2,31.0,4861.26,5289.83,5299.55,6275.73,0.51,0.51,429.09,143.37,4935.15,5289.61,0,1,1,48
18570,342,35,0.0,574.0,2,345.0,33203.63,33203.63,33358.78,32009.22,0.63,0.63,0.63,572.06,33203.63,33212.85,0,1,3,2823
18571,5529,24,0.0,409.0,3,12.0,1409.82,1325.13,1450.35,2722.88,342.93,315.8,258.24,442.23,1263.91,1243.49,0,1,4,2
18572,3051,64,0.0,1111.0,2,23.0,14415.27,14230.4,13604.11,12678.44,170.21,945.21,0.44,0.44,14367.16,13446.0,0,0,3,263
18573,2798,45,0.0,232.0,2,10.0,1449.27,2323.31,1742.22,2073.87,39769.96,3449.29,24608.03,3743.23,1991.26,2044.38,0,0,3,698
18574,5324,25,0.0,834.0,2,214.0,8172.71,8230.14,8211.65,8177.27,0.54,0.54,57.97,0.54,8174.69,8230.14,1,0,3,39
18575,1583,57,0.0,664.0,3,173.0,2007.74,2007.74,2468.7,3178.02,0.1,0.1,0.1,0.1,2007.74,2007.9,0,0,1,2375
18576,5103,44,0.0,1096.0,2,0.0,5347.83,5633.82,5639.18,13560.44,3904.26,3074.14,1546.79,5363.58,5065.08,5440.68,0,1,2,86
18577,907,39,0.0,146.0,3,47.0,463.32,9034.75,4274.34,235.36,0.36,1643.36,8571.79,0.36,3714.55,8398.75,1,1,3,2435
18578,4396,58,0.0,1598.0,2,75.0,4751.42,4882.45,4860.86,4969.17,0.03,0.03,57.17,0.03,4792.37,4911.94,0,1,3,202
18579,264,67,0.0,923.0,3,84.0,2189.41,2189.41,3171.46,12385.25,0.39,0.39,0.39,1428.96,2189.41,3387.57,0,1,1,2272
18581,6141,46,0.0,1096.0,2,31.0,2817.4,2498.54,2511.08,2199.75,0.29,0.29,0.29,0.29,2585.44,2478.64,0,0,3,26
18582,5064,65,0.0,1096.0,1,40.0,11013.99,12591.42,12670.28,14256.25,0.64,1782.03,1574.33,10995.96,11817.55,12834.96,0,0,3,108
18583,1868,55,2.0,969.0,2,40.0,1233.43,1118.25,4325.23,13271.49,0.21,7143.07,0.21,714.5,1230.61,4406.25,1,1,3,1886
18584,1573,51,2.0,1494.0,3,11.0,1524.51,1160.96,2063.18,4774.2,1474.49,1580.29,1110.93,3198.0,1223.76,2136.42,0,1,3,1464
18585,572,64,0.0,1138.0,2,336.0,4850.62,4850.62,4850.62,5274.76,0.4,0.4,0.4,0.4,4850.62,4850.62,0,0,2,1496
18586,1913,46,0.0,1020.0,3,13.0,14225.34,10670.56,7954.41,38594.42,3.45,18654.91,1908.21,20890.54,11329.24,6973.5,0,1,2,1010
18587,623,61,0.0,649.0,2,28.0,1779.62,1797.4,1791.73,12680.42,27.84,27.84,50.86,0.23,1811.72,1796.88,0,1,1,53
18588,2536,43,0.0,1232.0,2,0.0,4946.17,3476.72,8199.87,1271.42,3059.93,3473.64,825.51,59182.66,2226.0,9139.45,1,0,3,136
18589,788,66,0.0,61.0,2,47.0,21177.13,21191.41,20809.73,18928.21,0.59,657.73,14.87,0.59,21179.1,20937.03,0,0,1,1161
18590,468,48,0.0,1020.0,2,14.0,1068.59,5099.62,2175.66,2117.46,1914.71,1300.29,7374.31,250.13,1837.92,2926.57,0,0,2,979
18591,1217,30,0.0,409.0,3,26.0,3803.67,3446.52,5732.17,7367.51,357.41,3524.71,0.27,7143.13,3779.03,6352.54,1,0,3,791
18592,367,62,2.0,1020.0,2,9.0,4220.4,3995.76,6669.65,7080.49,2143.31,1502.24,1918.67,7901.44,4271.66,7416.06,1,1,3,605
18593,376,22,0.0,460.0,3,38.0,670.73,11884.39,2675.09,917.54,0.64,17143.5,0.64,40530.64,1572.36,5638.76,1,1,4,1603
18594,5240,47,0.0,1096.0,1,61.0,10066.31,10209.16,10433.76,7800.33,0.4,0.4,143.26,997.54,10150.05,10710.82,0,1,2,31
18595,4800,39,0.0,665.0,2,222.0,1906.01,2048.87,2183.94,2595.55,0.67,0.67,0.67,0.67,2043.94,2182.51,0,1,3,164
18596,5250,67,0.0,1020.0,2,31.0,1981.41,1981.41,1981.41,1968.86,0.54,0.54,0.54,0.54,1981.41,1981.41,0,1,3,59
18597,420,37,0.0,1096.0,1,147.0,2734.36,2834.36,2840.96,3072.86,0.26,0.26,0.26,0.26,2741.26,2840.81,0,0,2,470
18598,2649,29,0.0,1020.0,2,21.0,4987.1,5084.02,15267.45,13341.89,717.81,717.81,814.74,22085.99,5382.61,14131.36,1,0,3,18
18599,525,40,0.0,61.0,3,11.0,6671.65,6421.65,4947.28,2461.41,1235.93,3857.36,1264.5,1264.5,6709.83,5465.89,0,1,3,2039
18600,2564,55,0.0,762.0,1,5.0,31989.83,24919.58,24309.78,23726.36,8630.7,8571.73,1388.93,5359.63,27034.71,23763.55,0,1,2,2877
18601,4095,50,3.0,1348.0,2,7.0,8821.6,9964.34,9733.11,6729.21,4175.29,1293.54,3680.34,3737.77,10059.56,11832.8,0,1,2,165
18602,1558,27,0.0,241.0,2,88.0,7387.23,7566.65,10378.72,14963.33,0.53,0.53,189.4,2333.85,7471.95,9067.97,0,1,4,61
18603,892,72,0.0,1232.0,3,35.0,1729.06,7575.43,2080.72,2662.08,0.29,5714.57,5720.13,0.29,1754.34,2657.5,0,0,1,1025
18604,4694,47,0.0,656.0,2,53.0,6523.7,6523.7,6081.52,5319.85,0.01,888.94,0.01,0.01,6523.7,6322.97,0,1,3,45
18605,212,54,2.0,956.0,3,38.0,6131.48,6114.27,4012.23,2641.31,0.49,4500.49,569.0,1024.95,6114.86,3199.31,0,1,2,2906
18606,2033,32,0.0,620.0,2,31.0,2902.59,4331.16,4091.53,1999.98,0.39,0.39,0.39,0.39,2902.59,4211.34,0,0,3,327
18607,991,38,0.0,1020.0,3,23.0,2469.76,2394.58,2350.76,1531.67,218.27,2.49,843.1,828.17,2342.45,2316.18,0,0,3,382
18608,6046,38,1.0,1020.0,2,310.0,3085.18,3082.56,3079.34,3048.09,0.33,0.33,0.33,0.33,3083.82,3077.38,0,1,2,46
18609,418,63,0.0,834.0,2,103.0,1474.41,1657.74,2005.95,980.07,0.66,0.66,307.8,816.7,1547.73,2053.46,0,1,1,2431
18610,1307,90,0.0,146.0,1,31.0,13435.52,13435.52,13435.52,13275.48,0.67,0.67,0.67,0.67,13435.52,13435.52,0,1,3,1007
18611,2477,61,0.0,1020.0,3,140.0,1652.52,1706.24,1838.14,1955.82,0.67,0.67,0.67,795.67,1653.55,1804.6,0,0,2,46
18612,3636,65,0.0,169.0,2,7.0,24223.52,13842.72,12594.75,4678.46,80.03,0.07,23343.79,12142.93,23337.91,10713.84,0,1,3,253
18613,6183,65,0.0,834.0,2,0.0,8956.69,64.78,3499.45,1703.04,23215.34,10371.59,18512.98,13242.61,1224.06,1654.56,0,1,3,7
18614,2386,49,0.0,146.0,3,44.0,5400.33,6306.06,3147.97,1710.28,0.06,5661.76,1480.1,3635.46,4132.73,3691.78,0,1,2,120
18615,1310,90,0.0,318.0,2,31.0,6149.72,6149.72,6042.96,5896.28,0.5,0.5,0.5,0.5,6149.72,6045.28,0,1,3,96
18616,760,37,0.0,1183.0,2,94.0,1585.28,4442.42,4491.15,5831.55,0.5,0.5,2857.64,0.5,3851.29,4442.42,1,1,3,1187
18617,4475,56,2.0,834.0,3,73.0,3133.96,3133.96,2927.35,1460.07,0.56,0.56,0.56,0.56,3133.96,3133.96,0,1,3,161
18618,2398,18,0.0,1271.0,2,129.0,35.19,8606.62,7227.31,4503.33,0.1,0.1,8571.53,0.1,4468.69,8606.62,1,1,4,90
18619,749,36,0.0,1020.0,2,87.0,2007.42,2007.42,1668.04,1174.92,0.04,0.04,0.04,0.04,2007.42,1579.51,0,0,3,468
18620,558,25,0.0,724.0,3,56.0,3557.34,2496.5,2121.41,1326.13,0.61,1429.19,100.98,1334.71,2509.87,2435.63,0,0,2,106
18621,347,30,0.0,1494.0,3,9.0,1332.41,2332.49,2216.56,3269.01,3500.2,3357.34,214.49,2857.34,2049.21,2353.23,1,0,2,229
18622,892,27,0.0,820.0,2,9.0,7061.27,5758.82,8129.2,8905.75,1874.93,3512.07,572.07,429.21,6247.08,9667.3,1,1,2,1028
18623,2534,45,0.0,1415.0,3,31.0,1728.41,1728.41,1728.41,1798.5,0.63,0.63,0.63,0.63,1728.41,1728.41,0,1,3,504
18624,4609,36,0.0,665.0,2,105.0,3014.89,3032.46,4275.52,10005.94,0.54,0.54,0.54,143.4,3018.53,3045.02,0,1,3,164
18625,1685,63,0.0,1020.0,2,8.0,513.99,6218.76,4730.26,3616.44,12600.56,13508.25,18313.98,12382.37,2126.49,5382.62,1,1,3,400
18626,415,46,0.0,1096.0,2,24.0,5087.02,445.79,4635.23,3565.64,4643.29,0.43,1.86,4643.29,4446.88,4354.21,0,0,3,1237
18627,3231,63,1.0,1496.0,2,12.0,4381.44,3865.15,2772.76,976.86,250.54,1679.11,2162.83,929.11,4657.93,2278.79,0,1,3,480
18628,2879,19,0.0,224.0,3,248.0,1746.93,1746.93,1746.93,1737.53,0.14,0.14,0.14,0.14,1746.93,1746.93,0,1,4,124
18629,3960,44,1.0,1096.0,3,154.0,519.26,1027.82,1542.22,2404.07,0.53,0.53,514.71,800.43,790.39,1542.09,0,0,2,414
18630,4104,42,0.0,1020.0,2,76.0,4087.2,4092.11,4091.26,4050.84,0.6,0.6,0.6,0.6,4089.57,4092.11,0,1,3,302
18631,3768,48,2.0,1597.0,2,0.0,5260.56,5104.68,2840.83,1043.03,1946.8,1880.24,1462.35,2029.53,4147.18,3462.23,0,1,2,212
18632,1531,47,1.0,379.0,2,27.0,287.5,4059.21,5348.18,7637.08,285.96,716.81,4457.67,2724.81,1482.64,4987.49,1,1,3,160
18633,4657,51,0.0,1096.0,2,359.0,4616.38,4616.38,4044.95,186.49,0.64,0.64,0.64,0.64,4616.38,4616.38,1,0,3,116
18634,520,24,0.0,146.0,3,28.0,2857.89,2343.6,2515.03,2162.45,571.8,0.37,57.51,0.37,2857.89,2343.6,0,1,3,2917
18635,4050,44,0.0,693.0,2,3.0,11229.82,10256.06,10432.15,9701.87,1038.96,0.39,65.2,14.67,10768.19,10257.9,0,1,3,360
18636,769,71,0.0,51.0,3,53.0,1428.73,1428.73,1529.8,854.05,0.16,5671.59,0.16,4350.77,1428.73,1713.38,0,1,1,2217
18637,6160,72,0.0,15.0,2,152.0,2026.71,2737.84,2336.42,2981.14,0.53,0.53,0.53,0.53,2595.63,2706.49,0,1,1,277
18638,4045,69,0.0,1096.0,2,102.0,4806.19,2536.35,4355.21,5580.06,0.07,0.07,743.43,3919.04,4832.43,3964.37,0,1,3,339
18639,2049,57,0.0,834.0,2,10.0,3700.95,3261.12,3220.62,2147.37,94.93,63.51,0.54,0.54,3640.94,3208.31,0,0,3,673
18640,2043,70,0.0,1232.0,2,31.0,5236.96,5236.96,6570.79,12385.43,0.19,0.19,0.19,394.0,5236.96,5603.38,0,0,3,6
18641,478,61,0.0,1190.0,3,42.0,175.46,189.75,1973.95,97.95,0.24,143.1,0.24,3214.53,179.89,1360.25,1,1,3,412
18642,2151,51,0.0,664.0,3,0.0,2785.6,2858.93,2859.79,1612.76,537.71,360.0,548.96,1394.57,2705.84,3119.81,0,1,2,222
18643,2435,10,0.0,480.0,2,31.0,4973.41,4973.41,4973.41,4932.56,0.16,0.16,0.16,0.16,4973.41,4973.41,0,0,4,269
18644,2815,34,0.0,1525.0,2,0.0,3598.68,3518.98,7599.6,7152.31,4290.27,0.59,206.6,6429.16,3525.83,9325.43,0,0,3,384
18645,245,23,0.0,1096.0,2,5.0,46.72,899.67,1609.92,490.25,343.93,346.77,12778.83,4.64,3415.67,847.22,1,1,2,1195
18646,1487,62,0.0,904.0,2,31.0,2572.52,2572.52,2661.61,2703.47,0.17,0.17,0.17,143.03,2572.52,2696.94,0,0,2,74
18647,2197,70,0.0,1096.0,1,31.0,2371.83,2371.83,2371.83,2356.81,0.59,0.59,0.59,0.59,2371.83,2371.83,0,0,3,1427
18648,2990,72,0.0,1597.0,2,6.0,9911.58,5267.42,8019.11,15130.48,15122.86,0.23,10514.51,3585.94,10750.35,6925.55,0,1,1,157
18649,293,22,0.0,15.0,2,12.0,289.09,3806.4,1736.19,297.95,7911.34,3507.21,11428.64,0.07,4020.67,888.66,1,1,4,437
18650,2394,64,0.0,1232.0,2,0.0,3224.57,4413.9,3635.86,3195.82,724.54,1323.06,1628.16,869.36,3676.41,3749.07,0,1,2,38
18651,2202,30,0.0,1525.0,3,194.0,1866.28,1866.28,1897.0,2182.26,0.09,0.09,0.09,0.09,1866.28,1866.28,0,0,3,1032
18652,1389,90,0.0,905.0,2,349.0,186.9,3286.9,2410.22,2171.93,0.46,0.46,3100.46,0.46,656.86,3286.9,1,1,3,551
18653,2377,53,0.0,334.0,1,49.0,8928.8,9747.73,9575.92,10599.38,0.69,286.4,797.32,167.67,9084.72,9776.65,0,0,3,467
18654,1173,90,0.0,1589.0,1,364.0,1100.91,1958.06,1948.2,1938.59,0.19,0.19,857.33,0.19,1928.5,1958.06,0,1,3,32
18655,1719,45,0.0,1589.0,2,0.0,5930.36,5586.91,3123.38,3181.65,4083.41,3906.03,757.36,1123.26,3766.81,3006.29,0,1,2,976
18656,2811,39,0.0,1271.0,2,33.0,3839.8,5686.52,2685.36,1721.38,0.26,5714.54,0.26,494.44,4700.79,1779.93,0,1,3,599
